,dense,star,cycle,path,num edges,num nodes,avg degree,des cl,fact deg,fact cl,time
98,False,True,False,True,5,20,5,0.36,5.0,0.3321,0.7
99,True,True,False,True,5,20,5,0.36,5.0,0.3528,0.67
100,False,False,True,False,5,20,5,0.36,5.0,0.3557,0.66
101,True,False,True,False,5,20,5,0.36,5.0,0.3622,0.68
102,False,True,True,False,5,20,5,0.36,5.0,0.342,0.68
103,True,True,True,False,5,20,5,0.36,5.0,0.347,0.66
104,False,False,True,True,5,20,5,0.36,5.0,0.3578,0.68
105,True,False,True,True,5,20,5,0.36,5.0,0.3631,0.65
106,False,True,True,True,5,20,5,0.36,5.0,0.3357,0.67
107,True,True,True,True,5,20,5,0.36,5.0,0.3738,0.66
108,True,False,False,False,10,20,5,0.36,5.0,0.3608,0.1
109,False,True,False,False,10,20,5,0.36,5.0,0.3447,0.64
110,True,True,False,False,10,20,5,0.36,5.0,0.3483,0.69
111,False,False,False,True,10,20,5,0.36,5.0,0.3604,0.1
112,True,False,False,True,10,20,5,0.36,5.0,0.3606,0.1
113,False,True,False,True,10,20,5,0.36,5.0,0.3374,0.69
114,True,True,False,True,10,20,5,0.36,5.0,0.3546,0.69
115,False,False,True,False,10,20,5,0.36,5.0,0.3699,0.73
116,True,False,True,False,10,20,5,0.36,5.0,0.351,0.73
117,False,True,True,False,10,20,5,0.36,5.0,0.3668,0.7
118,True,True,True,False,10,20,5,0.36,5.0,0.3598,0.1
119,False,False,True,True,10,20,5,0.36,5.0,0.3623,0.6
120,True,False,True,True,10,20,5,0.36,5.0,0.3227,0.73
121,False,True,True,True,10,20,5,0.36,5.0,0.3614,0.63
122,True,True,True,True,10,20,5,0.36,5.0,0.355,0.63
123,False,True,False,False,5,20,5,0.41,5.0,0.3615,0.76
124,True,True,False,False,5,20,5,0.41,5.0,0.3531,0.66
125,False,False,False,True,5,20,5,0.41,5.0,0.4227,0.66
126,True,False,False,True,5,20,5,0.41,5.0,0.3774,0.64
127,False,True,False,True,5,20,5,0.41,5.0,0.3926,0.69
128,True,True,False,True,5,20,5,0.41,5.0,0.3877,0.64
129,False,False,True,False,5,20,5,0.41,5.0,0.3655,0.67
130,True,False,True,False,5,20,5,0.41,5.0,0.3385,0.63
131,False,True,True,False,5,20,5,0.41,5.0,0.3704,0.63
132,True,True,True,False,5,20,5,0.41,5.0,0.4048,0.68
133,False,False,True,True,5,20,5,0.41,5.0,0.373,0.63
134,True,False,True,True,5,20,5,0.41,5.0,0.3412,0.68
135,False,True,True,True,5,20,5,0.41,5.0,0.3979,0.68
136,True,True,True,True,5,20,5,0.41,5.0,0.3412,0.65
137,True,False,False,False,10,20,5,0.41,5.0,0.4199,0.64
138,False,True,False,False,10,20,5,0.41,5.0,0.3683,0.66
139,True,True,False,False,10,20,5,0.41,5.0,0.3414,0.71
140,False,False,False,True,10,20,5,0.41,5.0,0.365,0.69
141,True,False,False,True,10,20,5,0.41,5.0,0.398,0.72
142,False,True,False,True,10,20,5,0.41,5.0,0.4285,0.61
143,True,True,False,True,10,20,5,0.41,5.0,0.3615,0.66
144,False,False,True,False,10,20,5,0.41,5.0,0.3454,0.69
145,True,False,True,False,10,20,5,0.41,5.0,0.3965,0.67
146,False,True,True,False,10,20,5,0.41,5.0,0.4067,0.66
147,True,True,True,False,10,20,5,0.41,5.0,0.3472,0.76
148,False,False,True,True,10,20,5,0.41,5.0,0.3979,0.75
149,True,False,True,True,10,20,5,0.41,5.0,0.3922,0.66
150,False,True,True,True,10,20,5,0.41,5.0,0.3713,0.62
151,True,True,True,True,10,20,5,0.41,5.0,0.3696,0.68
152,False,False,False,False,5,20,5,0.4600000000000001,5.0,0.4606,0.27
153,True,False,False,False,5,20,5,0.4600000000000001,5.0,0.4166,0.73
154,False,True,False,False,5,20,5,0.4600000000000001,5.0,0.4146,0.64
155,True,True,False,False,5,20,5,0.4600000000000001,5.0,0.362,0.62
156,False,False,False,True,5,20,5,0.4600000000000001,5.0,0.4129,0.77
157,True,False,False,True,5,20,5,0.4600000000000001,5.0,0.3745,0.66
158,False,True,False,True,5,20,5,0.4600000000000001,5.0,0.3845,0.73
159,True,True,False,True,5,20,5,0.4600000000000001,5.0,0.372,0.79
160,False,False,True,False,5,20,5,0.4600000000000001,5.0,0.3617,0.81
161,True,False,True,False,5,20,5,0.4600000000000001,5.0,0.34,0.62
162,False,True,True,False,5,20,5,0.4600000000000001,5.0,0.3536,0.65
163,True,True,True,False,5,20,5,0.4600000000000001,5.0,0.3924,0.67
164,False,False,True,True,5,20,5,0.4600000000000001,5.0,0.3715,0.65
165,True,False,True,True,5,20,5,0.4600000000000001,5.0,0.3355,0.65
166,False,True,True,True,5,20,5,0.4600000000000001,5.0,0.386,0.68
167,True,True,True,True,5,20,5,0.4600000000000001,5.0,0.3748,0.69
168,False,False,False,False,10,20,5,0.4600000000000001,5.0,0.4592,0.27
169,True,False,False,False,10,20,5,0.4600000000000001,5.0,0.3569,0.61
170,False,True,False,False,10,20,5,0.4600000000000001,5.0,0.38,0.62
171,True,True,False,False,10,20,5,0.4600000000000001,5.0,0.42,0.63
172,False,False,False,True,10,20,5,0.4600000000000001,5.0,0.4172,0.8
173,True,False,False,True,10,20,5,0.4600000000000001,5.0,0.3985,0.68
174,False,True,False,True,10,20,5,0.4600000000000001,5.0,0.3579,0.68
175,True,True,False,True,10,20,5,0.4600000000000001,5.0,0.3821,0.62
176,False,False,True,False,10,20,5,0.4600000000000001,5.0,0.4193,0.68
177,True,False,True,False,10,20,5,0.4600000000000001,5.0,0.3848,0.22
178,False,True,True,False,10,20,5,0.4600000000000001,5.0,0.4112,0.71
179,True,True,True,False,10,20,5,0.4600000000000001,5.0,0.3918,0.73
180,False,False,True,True,10,20,5,0.4600000000000001,5.0,0.3163,0.65
181,True,False,True,True,10,20,5,0.4600000000000001,5.0,0.3688,0.71
182,False,True,True,True,10,20,5,0.4600000000000001,5.0,0.3827,0.68
183,True,True,True,True,10,20,5,0.4600000000000001,5.0,0.4047,0.71
184,False,False,False,False,5,20,5,0.5100000000000001,5.0,0.511,0.36
185,True,False,False,False,5,20,5,0.5100000000000001,5.0,0.4021,0.63
186,False,True,False,False,5,20,5,0.5100000000000001,5.0,0.3534,0.69
187,True,True,False,False,5,20,5,0.5100000000000001,5.0,0.3924,0.64
188,False,False,False,True,5,20,5,0.5100000000000001,5.0,0.3795,0.7
189,True,False,False,True,5,20,5,0.5100000000000001,5.0,0.3369,0.68
190,False,True,False,True,5,20,5,0.5100000000000001,5.0,0.4029,0.67
191,True,True,False,True,5,20,5,0.5100000000000001,5.0,0.4065,0.64
192,False,False,True,False,5,20,5,0.5100000000000001,5.0,0.4508,0.7
193,True,False,True,False,5,20,5,0.5100000000000001,5.0,0.3973,0.73
194,False,True,True,False,5,20,5,0.5100000000000001,5.0,0.4488,0.72
195,True,True,True,False,5,20,5,0.5100000000000001,5.0,0.3588,0.66
196,False,False,True,True,5,20,5,0.5100000000000001,5.0,0.3833,0.7
197,True,False,True,True,5,20,5,0.5100000000000001,5.0,0.4467,0.72
198,False,True,True,True,5,20,5,0.5100000000000001,5.0,0.3786,0.71
199,True,True,True,True,5,20,5,0.5100000000000001,5.0,0.3552,0.64
200,False,False,False,False,10,20,5,0.5100000000000001,5.0,0.5105,0.43
201,True,False,False,False,10,20,5,0.5100000000000001,5.0,0.4327,0.73
202,False,True,False,False,10,20,5,0.5100000000000001,5.0,0.3312,0.67
203,True,True,False,False,10,20,5,0.5100000000000001,5.0,0.3381,0.7
204,False,False,False,True,10,20,5,0.5100000000000001,5.0,0.3993,0.63
205,True,False,False,True,10,20,5,0.5100000000000001,5.0,0.3362,0.72
206,False,True,False,True,10,20,5,0.5100000000000001,5.0,0.3467,0.7
207,True,True,False,True,10,20,5,0.5100000000000001,5.0,0.4068,0.62
208,False,False,True,False,10,20,5,0.5100000000000001,5.0,0.3502,0.66
209,True,False,True,False,10,20,5,0.5100000000000001,5.0,0.3625,0.68
210,False,True,True,False,10,20,5,0.5100000000000001,5.0,0.3996,0.64
211,True,True,True,False,10,20,5,0.5100000000000001,5.0,0.3269,0.76
212,False,False,True,True,10,20,5,0.5100000000000001,5.0,0.3907,0.61
213,True,False,True,True,10,20,5,0.5100000000000001,5.0,0.3711,0.66
214,False,True,True,True,10,20,5,0.5100000000000001,5.0,0.3615,0.7
215,True,True,True,True,10,20,5,0.5100000000000001,5.0,0.3833,0.64
216,False,False,False,False,5,20,5,0.56,5.0,0.5597,0.41
217,True,False,False,False,5,20,5,0.56,5.0,0.3792,0.65
218,False,True,False,False,5,20,5,0.56,5.0,0.378,0.63
219,True,True,False,False,5,20,5,0.56,5.0,0.4205,0.7
220,False,False,False,True,5,20,5,0.56,5.0,0.453,0.67
221,True,False,False,True,5,20,5,0.56,5.0,0.3926,0.67
222,False,True,False,True,5,20,5,0.56,5.0,0.3303,0.61
223,True,True,False,True,5,20,5,0.56,5.0,0.3846,0.6
224,False,False,True,False,5,20,5,0.56,5.0,0.3356,0.64
225,True,False,True,False,5,20,5,0.56,5.0,0.4133,0.66
226,False,True,True,False,5,20,5,0.56,5.0,0.4417,0.66
227,True,True,True,False,5,20,5,0.56,5.0,0.3501,0.64
228,False,False,True,True,5,20,5,0.56,5.0,0.3754,0.65
229,True,False,True,True,5,20,5,0.56,5.0,0.389,0.62
230,False,True,True,True,5,20,5,0.56,5.0,0.3305,0.67
231,True,True,True,True,5,20,5,0.56,5.0,0.3707,0.66
232,False,False,False,False,10,20,5,0.56,5.0,0.5597,0.61
233,True,False,False,False,10,20,5,0.56,5.0,0.4366,0.65
234,False,True,False,False,10,20,5,0.56,5.0,0.4621,0.66
235,True,True,False,False,10,20,5,0.56,5.0,0.377,0.61
236,False,False,False,True,10,20,5,0.56,5.0,0.4193,0.67
237,True,False,False,True,10,20,5,0.56,5.0,0.3671,0.61
238,False,True,False,True,10,20,5,0.56,5.0,0.3534,0.6
239,True,True,False,True,10,20,5,0.56,5.0,0.3608,0.68
240,False,False,True,False,10,20,5,0.56,5.0,0.4483,0.78
241,True,False,True,False,10,20,5,0.56,5.0,0.3361,0.72
242,False,True,True,False,10,20,5,0.56,5.0,0.3937,0.67
243,True,True,True,False,10,20,5,0.56,5.0,0.3601,0.67
244,False,False,True,True,10,20,5,0.56,5.0,0.3757,0.69
245,True,False,True,True,10,20,5,0.56,5.0,0.4264,0.76
246,False,True,True,True,10,20,5,0.56,5.0,0.4184,0.65
247,True,True,True,True,10,20,5,0.56,5.0,0.3905,0.64
248,False,False,False,False,5,20,10,0.47,10.0,0.4709,0.24
249,True,False,False,False,5,20,10,0.47,10.0,0.4842,0.91
250,False,True,False,False,5,20,10,0.47,10.0,0.4794,0.72
251,True,True,False,False,5,20,10,0.47,10.0,0.4934,0.68
252,False,False,False,True,5,20,10,0.47,10.0,0.4687,0.68
253,True,False,False,True,5,20,10,0.47,10.0,0.4775,4.7
254,False,True,False,True,5,20,10,0.47,10.0,0.4834,0.68
255,True,True,False,True,5,20,10,0.47,10.0,0.4932,0.68
256,False,False,True,False,5,20,10,0.47,10.0,0.4833,6.56
257,True,False,True,False,5,20,10,0.47,10.0,0.4717,0.22
258,False,True,True,False,5,20,10,0.47,10.0,0.4854,0.68
259,True,True,True,False,5,20,10,0.47,10.0,0.4814,1.29
260,False,False,True,True,5,20,10,0.47,10.0,0.4885,0.64
261,True,False,True,True,5,20,10,0.47,10.0,0.4772,1.91
262,False,True,True,True,5,20,10,0.47,10.0,0.4825,1.74
263,True,True,True,True,5,20,10,0.47,10.0,0.4921,1.64
264,False,False,False,False,10,20,10,0.47,10.0,0.4704,0.23
265,True,False,False,False,10,20,10,0.47,10.0,0.4961,0.64
266,False,True,False,False,10,20,10,0.47,10.0,0.4811,0.64
267,True,True,False,False,10,20,10,0.47,10.0,0.4948,0.65
268,False,False,False,True,10,20,10,0.47,10.0,0.484,1.59
269,True,False,False,True,10,20,10,0.47,10.0,0.5032,5.97
270,False,True,False,True,10,20,10,0.47,10.0,0.4811,0.64
271,True,True,False,True,10,20,10,0.47,10.0,0.4816,0.64
272,False,False,True,False,10,20,10,0.47,10.0,0.4705,13.36
273,True,False,True,False,10,20,10,0.47,10.0,0.4887,1.65
274,False,True,True,False,10,20,10,0.47,10.0,0.491,0.64
275,True,True,True,False,10,20,10,0.47,10.0,0.4933,0.64
276,False,False,True,True,10,20,10,0.47,10.0,0.5023,0.16
277,True,False,True,True,10,20,10,0.47,10.0,0.4878,0.92
278,False,True,True,True,10,20,10,0.47,10.0,0.4788,1.33
279,True,True,True,True,10,20,10,0.47,10.0,0.4861,0.68
280,False,False,False,False,5,20,10,0.52,10.0,0.5197,0.1
281,True,False,False,False,5,20,10,0.52,10.0,0.5205,0.1
282,False,True,False,False,5,20,10,0.52,10.0,0.5193,0.1
283,True,True,False,False,5,20,10,0.52,10.0,0.5205,0.99
284,False,False,False,True,5,20,10,0.52,10.0,0.5197,0.1
285,True,False,False,True,5,20,10,0.52,10.0,0.5202,0.1
286,False,True,False,True,5,20,10,0.52,10.0,0.5178,0.21
287,True,True,False,True,5,20,10,0.52,10.0,0.5201,0.11
288,False,False,True,False,5,20,10,0.52,10.0,0.5215,0.16
289,True,False,True,False,5,20,10,0.52,10.0,0.5201,0.21
290,False,True,True,False,5,20,10,0.52,10.0,0.5183,0.85
291,True,True,True,False,5,20,10,0.52,10.0,0.5198,0.16
292,False,False,True,True,5,20,10,0.52,10.0,0.5197,0.44
293,True,False,True,True,5,20,10,0.52,10.0,0.52,0.1
294,False,True,True,True,5,20,10,0.52,10.0,0.5207,0.4
295,True,True,True,True,5,20,10,0.52,10.0,0.5182,0.68
296,False,False,False,False,10,20,10,0.52,10.0,0.5206,0.1
297,True,False,False,False,10,20,10,0.52,10.0,0.5191,0.1
298,False,True,False,False,10,20,10,0.52,10.0,0.5203,0.47
299,True,True,False,False,10,20,10,0.52,10.0,0.5212,0.73
300,False,False,False,True,10,20,10,0.52,10.0,0.5194,0.16
301,True,False,False,True,10,20,10,0.52,10.0,0.5185,10.79
302,False,True,False,True,10,20,10,0.52,10.0,0.5225,0.68
303,True,True,False,True,10,20,10,0.52,10.0,0.5203,0.1
304,False,False,True,False,10,20,10,0.52,10.0,0.5201,13.9
305,True,False,True,False,10,20,10,0.52,10.0,0.5203,0.66
306,False,True,True,False,10,20,10,0.52,10.0,0.516,0.68
307,True,True,True,False,10,20,10,0.52,10.0,0.5189,1.81
308,False,False,True,True,10,20,10,0.52,10.0,0.5202,0.11
309,True,False,True,True,10,20,10,0.52,10.0,0.5194,0.11
310,False,True,True,True,10,20,10,0.52,10.0,0.5169,0.17
311,True,True,True,True,10,20,10,0.52,10.0,0.521,0.17
312,False,False,False,False,5,20,10,0.5700000000000001,10.0,0.5705,0.16
313,True,False,False,False,5,20,10,0.5700000000000001,10.0,0.5692,0.1
314,False,True,False,False,5,20,10,0.5700000000000001,10.0,0.5701,0.16
315,True,True,False,False,5,20,10,0.5700000000000001,10.0,0.5709,0.2
316,False,False,False,True,5,20,10,0.5700000000000001,10.0,0.5734,0.72
317,False,False,False,False,5,20,5,0.31,5.0,0.3098,0.23
318,True,False,False,False,5,20,5,0.31,5.0,0.308,0.65
319,False,True,False,False,5,20,5,0.31,5.0,0.3033,0.7
320,True,True,False,False,5,20,5,0.31,5.0,0.3119,0.68
321,False,False,False,True,5,20,5,0.31,5.0,0.3079,0.21
322,True,False,False,True,5,20,5,0.31,5.0,0.3071,0.67
323,False,True,False,True,5,20,5,0.31,5.0,0.3167,0.61
324,True,True,False,True,5,20,5,0.31,5.0,0.3094,0.11
325,False,False,True,False,5,20,5,0.31,5.0,0.3175,0.16
326,True,False,True,False,5,20,5,0.31,5.0,0.3089,0.66
327,False,True,True,False,5,20,5,0.31,5.0,0.3082,0.61
328,True,True,True,False,5,20,5,0.31,5.0,0.3101,0.16
329,False,False,True,True,5,20,5,0.31,5.0,0.3045,0.69
330,True,False,True,True,5,20,5,0.31,5.0,0.3013,0.86
331,False,True,True,True,5,20,5,0.31,5.0,0.3125,0.61
332,True,True,True,True,5,20,5,0.31,5.0,0.3086,0.63
333,False,False,False,False,10,20,5,0.31,5.0,0.3102,0.1
334,True,False,False,False,10,20,5,0.31,5.0,0.3109,0.17
335,False,True,False,False,10,20,5,0.31,5.0,0.3036,0.7
336,True,True,False,False,10,20,5,0.31,5.0,0.3079,0.7
337,False,False,False,True,10,20,5,0.31,5.0,0.3085,0.62
338,True,False,False,True,10,20,5,0.31,5.0,0.3115,0.66
339,False,True,False,True,10,20,5,0.31,5.0,0.3105,0.11
340,True,True,False,True,10,20,5,0.31,5.0,0.3118,0.66
341,False,False,True,False,10,20,5,0.31,5.0,0.3102,0.22
342,True,False,True,False,10,20,5,0.31,5.0,0.3112,0.65
343,False,True,True,False,10,20,5,0.31,5.0,0.31,0.16
344,True,True,True,False,10,20,5,0.31,5.0,0.3075,0.65
345,False,False,True,True,10,20,5,0.31,5.0,0.3003,0.64
346,True,False,True,True,10,20,5,0.31,5.0,0.3131,0.17
347,False,True,True,True,10,20,5,0.31,5.0,0.3131,0.67
348,True,True,True,True,10,20,5,0.31,5.0,0.3195,0.61
349,False,False,False,False,5,20,5,0.36,5.0,0.359,0.21
350,True,False,False,False,5,20,5,0.36,5.0,0.3573,0.66
351,False,True,False,False,5,20,5,0.36,5.0,0.3585,0.66
352,True,True,False,False,5,20,5,0.36,5.0,0.3611,0.68
353,False,False,False,True,5,20,5,0.36,5.0,0.3669,0.74
354,True,False,False,True,5,20,5,0.36,5.0,0.3565,0.66
355,False,True,False,True,5,20,5,0.36,5.0,0.358,0.7
356,True,True,False,True,5,20,5,0.36,5.0,0.3598,0.1
357,False,False,True,False,5,20,5,0.36,5.0,0.3702,0.69
358,True,False,True,False,5,20,5,0.36,5.0,0.3367,0.6
359,False,True,True,False,5,20,5,0.36,5.0,0.3391,0.6
360,True,True,True,False,5,20,5,0.36,5.0,0.3592,0.16
361,False,False,True,True,5,20,5,0.36,5.0,0.3554,0.16
362,True,False,True,True,5,20,5,0.36,5.0,0.349,0.66
363,False,True,True,True,5,20,5,0.36,5.0,0.3618,0.67
364,True,True,True,True,5,20,5,0.36,5.0,0.3446,0.71
365,False,False,False,False,10,20,5,0.36,5.0,0.3594,0.25
366,True,False,False,False,10,20,5,0.36,5.0,0.357,0.71
367,False,True,False,False,10,20,5,0.36,5.0,0.3397,0.74
368,True,True,False,False,10,20,5,0.36,5.0,0.3519,0.7
369,False,False,False,True,10,20,5,0.36,5.0,0.3474,0.77
370,True,False,False,True,10,20,5,0.36,5.0,0.3675,0.7
371,False,True,False,True,10,20,5,0.36,5.0,0.3532,0.67
372,True,True,False,True,10,20,5,0.36,5.0,0.3569,0.68
373,False,False,True,False,10,20,5,0.36,5.0,0.3445,0.63
374,True,False,True,False,10,20,5,0.36,5.0,0.3593,0.1
375,False,True,True,False,10,20,5,0.36,5.0,0.3367,0.72
376,True,True,True,False,10,20,5,0.36,5.0,0.3255,0.78
377,False,False,True,True,10,20,5,0.36,5.0,0.3366,0.7
378,True,False,True,True,10,20,5,0.36,5.0,0.3283,0.6
379,False,True,True,True,10,20,5,0.36,5.0,0.3736,0.63
380,True,True,True,True,10,20,5,0.36,5.0,0.3685,0.65
381,False,False,False,False,5,20,5,0.41,5.0,0.41,0.25
382,True,False,False,False,5,20,5,0.41,5.0,0.3935,0.65
383,False,True,False,False,5,20,5,0.41,5.0,0.4015,0.71
384,True,True,False,False,5,20,5,0.41,5.0,0.3843,0.67
385,False,False,False,True,5,20,5,0.41,5.0,0.3479,0.64
386,True,False,False,True,5,20,5,0.41,5.0,0.3466,0.63
387,False,True,False,True,5,20,5,0.41,5.0,0.3677,0.61
388,True,True,False,True,5,20,5,0.41,5.0,0.4056,0.74
389,False,False,True,False,5,20,5,0.41,5.0,0.3813,0.67
390,True,False,True,False,5,20,5,0.41,5.0,0.343,0.6
391,False,True,True,False,5,20,5,0.41,5.0,0.3988,0.74
392,True,True,True,False,5,20,5,0.41,5.0,0.4002,0.6
393,False,False,True,True,5,20,5,0.41,5.0,0.3884,0.65
394,True,False,True,True,5,20,5,0.41,5.0,0.3989,0.66
395,False,True,True,True,5,20,5,0.41,5.0,0.349,0.62
396,True,True,True,True,5,20,5,0.41,5.0,0.3456,0.67
397,False,False,False,False,10,20,5,0.41,5.0,0.4102,0.23
398,True,False,False,False,10,20,5,0.41,5.0,0.372,0.62
399,False,True,False,False,10,20,5,0.41,5.0,0.3922,0.68
400,True,True,False,False,10,20,5,0.41,5.0,0.4623,0.62
401,False,False,False,True,10,20,5,0.41,5.0,0.3321,0.61
402,True,False,False,True,10,20,5,0.41,5.0,0.3497,0.63
403,False,True,False,True,10,20,5,0.41,5.0,0.3474,0.71
404,True,True,False,True,10,20,5,0.41,5.0,0.3052,0.69
405,False,False,True,False,10,20,5,0.41,5.0,0.385,0.72
406,False,False,False,False,5,20,5,0.31,5.0,0.3094,0.21
407,True,False,False,False,5,20,5,0.31,5.0,0.3146,0.64
408,False,True,False,False,5,20,5,0.31,5.0,0.3105,0.16
409,True,True,False,False,5,20,5,0.31,5.0,0.3085,0.67
410,False,False,False,True,5,20,5,0.31,5.0,0.3106,0.17
411,True,False,False,True,5,20,5,0.31,5.0,0.3094,0.1
